# T M
            0   1.0000e+00            0
   4.0404e-02   1.0000e+00            0
   8.0808e-02   1.0000e+00            0
   1.2121e-01   1.0000e+00            0
   1.6162e-01   1.0000e+00            0
   2.0202e-01   1.0000e+00            0
   2.4242e-01   1.0000e+00            0
   2.8283e-01   1.0000e+00            0
   3.2323e-01   1.0000e+00            0
   3.6364e-01   1.0000e+00            0
   4.0404e-01   1.0000e+00            0
   4.4444e-01   1.0000e+00            0
   4.8485e-01   1.0000e+00            0
   5.2525e-01   1.0000e+00            0
   5.6566e-01   1.0000e+00            0
   6.0606e-01   1.0000e+00            0
   6.4646e-01   1.0000e+00            0
   6.8687e-01   1.0000e+00            0
   7.2727e-01   1.0000e+00            0
   7.6768e-01   9.9990e-01   2.7490e-04
   8.0808e-01   9.9993e-01   2.1184e-04
   8.4848e-01   9.9992e-01   2.1992e-04
   8.8889e-01   9.9982e-01   3.1730e-04
   9.2929e-01   9.9977e-01   5.1777e-04
   9.6970e-01   9.9948e-01   6.8533e-04
   1.0101e+00   9.9946e-01   4.6075e-04
   1.0505e+00   9.9859e-01   1.2979e-03
   1.0909e+00   9.9851e-01   8.5554e-04
   1.1313e+00   9.9821e-01   8.5961e-04
   1.1717e+00   9.9788e-01   1.7862e-03
   1.2121e+00   9.9643e-01   2.3272e-03
   1.2525e+00   9.9525e-01   1.9397e-03
   1.2929e+00   9.9469e-01   2.2766e-03
   1.3333e+00   9.9339e-01   2.0378e-03
   1.3737e+00   9.9070e-01   2.6470e-03
   1.4141e+00   9.9173e-01   3.5298e-03
   1.4545e+00   9.8832e-01   3.2122e-03
   1.4949e+00   9.8691e-01   4.1433e-03
   1.5354e+00   9.8454e-01   4.5899e-03
   1.5758e+00   9.8093e-01   3.9864e-03
   1.6162e+00   9.7794e-01   2.8120e-03
   1.6566e+00   9.7449e-01   3.5687e-03
   1.6970e+00   9.7230e-01   4.0330e-03
   1.7374e+00   9.6657e-01   6.3093e-03
   1.7778e+00   9.6085e-01   7.0927e-03
   1.8182e+00   9.5455e-01   6.3696e-03
   1.8586e+00   9.5206e-01   6.3175e-03
   1.8990e+00   9.3708e-01   9.5398e-03
   1.9394e+00   9.2950e-01   9.6365e-03
   1.9798e+00   9.2012e-01   8.7707e-03
   2.0202e+00   9.0406e-01   1.0615e-02
   2.0606e+00   8.9205e-01   7.9904e-03
   2.1010e+00   8.6691e-01   1.9554e-02
   2.1414e+00   8.3945e-01   2.1036e-02
   2.1818e+00   7.9896e-01   6.4915e-02
   2.2222e+00   5.9881e-01   1.7805e-01
   2.2626e+00   3.0957e-01   2.1383e-01
   2.3030e+00   2.2708e-03   1.4960e-01
   2.3434e+00  -1.3344e-02   1.6312e-01
   2.3838e+00  -3.3156e-02   9.1693e-02
   2.4242e+00  -7.4062e-03   1.5148e-01
   2.4646e+00  -9.3750e-05   7.0311e-02
   2.5051e+00  -1.2031e-02   8.3488e-02
   2.5455e+00   2.3437e-03   5.3908e-02
   2.5859e+00   1.8000e-02   5.3013e-02
   2.6263e+00  -1.1802e-02   4.8223e-02
   2.6667e+00  -1.0938e-02   5.8537e-02
   2.7071e+00   1.0833e-02   4.9235e-02
   2.7475e+00  -1.4479e-02   3.5297e-02
   2.7879e+00   1.9177e-02   3.9890e-02
   2.8283e+00  -1.4583e-03   4.4869e-02
   2.8687e+00  -9.1562e-03   1.6464e-02
   2.9091e+00  -6.7708e-04   3.5961e-02
   2.9495e+00  -1.0771e-02   2.9755e-02
   2.9899e+00   3.6146e-03   3.4716e-02
   3.0303e+00   1.5740e-02   2.8984e-02
   3.0707e+00  -3.0312e-03   2.2899e-02
   3.1111e+00   3.1771e-03   2.8916e-02
   3.1515e+00  -1.1365e-02   2.5777e-02
   3.1919e+00  -1.7802e-02   3.2269e-02
   3.2323e+00  -2.5417e-03   2.3023e-02
   3.2727e+00   5.1979e-03   2.0802e-02
   3.3131e+00  -9.2708e-04   2.3629e-02
   3.3535e+00  -2.2708e-03   1.8802e-02
   3.3939e+00   2.7917e-03   1.9431e-02
   3.4343e+00   3.0625e-03   3.3969e-02
   3.4747e+00  -3.5938e-03   2.2437e-02
   3.5152e+00   2.4792e-03   2.7363e-02
   3.5556e+00  -5.2187e-03   2.1564e-02
   3.5960e+00   2.5208e-03   1.5637e-02
   3.6364e+00  -5.0104e-03   1.9636e-02
   3.6768e+00  -2.8542e-03   1.6729e-02
   3.7172e+00  -3.9062e-03   2.2575e-02
   3.7576e+00  -6.7708e-04   2.1134e-02
   3.7980e+00   2.8229e-03   2.0257e-02
   3.8384e+00  -8.4375e-04   1.5975e-02
   3.8788e+00  -9.7917e-04   1.9742e-02
   3.9192e+00   5.1042e-03   1.6667e-02
   3.9596e+00   1.0104e-03   1.5556e-02
   4.0000e+00   2.8958e-03   1.9947e-02

