# T M
        0   1.0000        0
   0.1026   1.0000        0
   0.2051   1.0000        0
   0.3077   1.0000        0
   0.4103   1.0000        0
   0.5128   1.0000        0
   0.6154   1.0000        0
   0.7179   1.0000        0
   0.8205   0.9997   0.0004
   0.9231   0.9996   0.0005
   1.0256   0.9992   0.0009
   1.1282   0.9979   0.0016
   1.2308   0.9966   0.0020
   1.3333   0.9933   0.0011
   1.4359   0.9892   0.0035
   1.5385   0.9826   0.0033
   1.6410   0.9746   0.0040
   1.7436   0.9639   0.0078
   1.8462   0.9511   0.0053
   1.9487   0.9266   0.0090
   2.0513   0.8929   0.0151
   2.1538   0.8094   0.0623
   2.2564   0.3068   0.1544
   2.3590   0.0011   0.1180
   2.4615   0.0032   0.0700
   2.5641  -0.0227   0.0526
   2.6667  -0.0100   0.0320
   2.7692   0.0090   0.0390
   2.8718   0.0075   0.0435
   2.9744   0.0061   0.0270
   3.0769  -0.0009   0.0350
   3.1795   0.0059   0.0292
   3.2821  -0.0036   0.0197
   3.3846   0.0217   0.0298
   3.4872  -0.0042   0.0164
   3.5897  -0.0155   0.0251
   3.6923  -0.0012   0.0200
   3.7949  -0.0045   0.0164
   3.8974  -0.0065   0.0144
   4.0000   0.0075   0.0110

